County,Confirmed,Date,Year,Month,Month_Name,Day,Risk_Level
Alba,9,2020-04-02,2020,4,April,2,Low
Alba,13,2020-04-03,2020,4,April,3,Low
Alba,15,2020-04-04,2020,4,April,4,Low
Alba,33,2020-04-05,2020,4,April,5,Low
Alba,34,2020-04-06,2020,4,April,6,Low
Alba,50,2020-04-07,2020,4,April,7,Low
Alba,83,2020-04-08,2020,4,April,8,Low
Alba,90,2020-04-09,2020,4,April,9,Low
Alba,100,2020-04-10,2020,4,April,10,Low
Alba,103,2020-04-11,2020,4,April,11,Low
Alba,108,2020-04-12,2020,4,April,12,Low
Alba,109,2020-04-13,2020,4,April,13,Low
Alba,118,2020-04-14,2020,4,April,14,Low
Alba,133,2020-04-15,2020,4,April,15,Low
Alba,141,2020-04-16,2020,4,April,16,Low
Alba,141,2020-04-17,2020,4,April,17,Low
Alba,154,2020-04-18,2020,4,April,18,Low
Alba,155,2020-04-19,2020,4,April,19,Low
Alba,155,2020-04-20,2020,4,April,20,Low
Alba,155,2020-04-21,2020,4,April,21,Low
Alba,160,2020-04-22,2020,4,April,22,Low
Alba,161,2020-04-23,2020,4,April,23,Low
Alba,159,2020-04-24,2020,4,April,24,Low
Alba,158,2020-04-25,2020,4,April,25,Low
Alba,161,2020-04-26,2020,4,April,26,Low
Alba,165,2020-04-27,2020,4,April,27,Low
Alba,167,2020-04-28,2020,4,April,28,Low
Alba,171,2020-04-29,2020,4,April,29,Low
Alba,195,2020-04-30,2020,4,April,30,Low
Alba,204,2020-05-01,2020,5,May,1,Low
Alba,206,2020-05-02,2020,5,May,2,Low
Alba,208,2020-05-03,2020,5,May,3,Low
Alba,211,2020-05-04,2020,5,May,4,Low
Alba,211,2020-05-05,2020,5,May,5,Low
Alba,214,2020-05-06,2020,5,May,6,Low
Alba,223,2020-05-07,2020,5,May,7,Low
Alba,225,2020-05-08,2020,5,May,8,Low
Alba,230,2020-05-09,2020,5,May,9,Low
Alba,237,2020-05-10,2020,5,May,10,Low
Alba,235,2020-05-11,2020,5,May,11,Low
Alba,250,2020-05-12,2020,5,May,12,Low
Alba,250,2020-05-13,2020,5,May,13,Low
Alba,250,2020-05-14,2020,5,May,14,Low
Alba,256,2020-05-15,2020,5,May,15,Low
Alba,265,2020-05-16,2020,5,May,16,Low
Alba,265,2020-05-17,2020,5,May,17,Low
Alba,267,2020-05-18,2020,5,May,18,Low
Alba,271,2020-05-19,2020,5,May,19,Low
Alba,274,2020-05-20,2020,5,May,20,Low
Alba,276,2020-05-21,2020,5,May,21,Low
Alba,281,2020-05-22,2020,5,May,22,Low
Alba,288,2020-05-23,2020,5,May,23,Low
Alba,318,2020-05-24,2020,5,May,24,Low
Alba,338,2020-05-25,2020,5,May,25,Low
Alba,350,2020-05-26,2020,5,May,26,Low
Alba,350,2020-05-27,2020,5,May,27,Low
Alba,370,2020-05-28,2020,5,May,28,Low
Alba,378,2020-05-29,2020,5,May,29,Low
Alba,382,2020-05-30,2020,5,May,30,Low
Alba,382,2020-05-31,2020,5,May,31,Low
Alba,385,2020-06-01,2020,6,June,1,Low
Alba,390,2020-06-02,2020,6,June,2,Low
Alba,394,2020-06-03,2020,6,June,3,Low
Alba,396,2020-06-05,2020,6,June,5,Low
Alba,396,2020-06-06,2020,6,June,6,Low
Alba,401,2020-06-07,2020,6,June,7,Low
Alba,401,2020-06-08,2020,6,June,8,Low
Alba,402,2020-06-09,2020,6,June,9,Low
Alba,405,2020-06-10,2020,6,June,10,Low
Alba,407,2020-06-11,2020,6,June,11,Low
Alba,408,2020-06-12,2020,6,June,12,Low
Alba,411,2020-06-13,2020,6,June,13,Low
Alba,412,2020-06-14,2020,6,June,14,Low
Alba,412,2020-06-15,2020,6,June,15,Low
Alba,414,2020-06-16,2020,6,June,16,Low
Alba,414,2020-06-17,2020,6,June,17,Low
Alba,414,2020-06-18,2020,6,June,18,Low
Alba,417,2020-06-19,2020,6,June,19,Low
Alba,419,2020-06-20,2020,6,June,20,Low
Alba,419,2020-06-21,2020,6,June,21,Low
Alba,423,2020-06-22,2020,6,June,22,Low
Alba,426,2020-06-23,2020,6,June,23,Low
Alba,427,2020-06-24,2020,6,June,24,Low
Alba,431,2020-06-25,2020,6,June,25,Low
Alba,433,2020-06-27,2020,6,June,27,Low
Alba,435,2020-06-28,2020,6,June,28,Low
Alba,444,2020-06-30,2020,6,June,30,Low
Alba,447,2020-07-01,2020,7,July,1,Low
Alba,455,2020-07-02,2020,7,July,2,Low
Alba,461,2020-07-03,2020,7,July,3,Low
Alba,463,2020-07-04,2020,7,July,4,Low
Alba,467,2020-07-05,2020,7,July,5,Low
Alba,468,2020-07-06,2020,7,July,6,Low
Alba,469,2020-07-07,2020,7,July,7,Low
Alba,471,2020-07-08,2020,7,July,8,Low
Alba,479,2020-07-09,2020,7,July,9,Low
Alba,487,2020-07-10,2020,7,July,10,Low
Alba,491,2020-07-11,2020,7,July,11,Low
Alba,493,2020-07-12,2020,7,July,12,Low
Alba,496,2020-07-13,2020,7,July,13,Low
Alba,499,2020-07-14,2020,7,July,14,Low
Alba,499,2020-07-15,2020,7,July,15,Low
Alba,506,2020-07-16,2020,7,July,16,Medium
Alba,510,2020-07-17,2020,7,July,17,Medium
Alba,551,2020-07-18,2020,7,July,18,Medium
Alba,561,2020-07-19,2020,7,July,19,Medium
Alba,574,2020-07-20,2020,7,July,20,Medium
Alba,589,2020-07-21,2020,7,July,21,Medium
Arad,110,2020-04-02,2020,4,April,2,Low
Arad,110,2020-04-03,2020,4,April,3,Low
Arad,128,2020-04-04,2020,4,April,4,Low
Arad,150,2020-04-05,2020,4,April,5,Low
Arad,157,2020-04-06,2020,4,April,6,Low
Arad,161,2020-04-07,2020,4,April,7,Low
Arad,161,2020-04-08,2020,4,April,8,Low
Arad,162,2020-04-09,2020,4,April,9,Low
Arad,179,2020-04-10,2020,4,April,10,Low
Arad,229,2020-04-11,2020,4,April,11,Low
Arad,249,2020-04-12,2020,4,April,12,Low
Arad,270,2020-04-13,2020,4,April,13,Low
Arad,280,2020-04-14,2020,4,April,14,Low
Arad,312,2020-04-15,2020,4,April,15,Low
Arad,339,2020-04-16,2020,4,April,16,Low
Arad,360,2020-04-17,2020,4,April,17,Low
Arad,391,2020-04-18,2020,4,April,18,Low
Arad,402,2020-04-19,2020,4,April,19,Low
Arad,410,2020-04-20,2020,4,April,20,Low
Arad,423,2020-04-21,2020,4,April,21,Low
Arad,421,2020-04-22,2020,4,April,22,Low
Arad,439,2020-04-23,2020,4,April,23,Low
Arad,471,2020-04-24,2020,4,April,24,Low
Arad,495,2020-04-25,2020,4,April,25,Low
Arad,508,2020-04-26,2020,4,April,26,Medium
Arad,522,2020-04-27,2020,4,April,27,Medium
Arad,541,2020-04-28,2020,4,April,28,Medium
Arad,550,2020-04-29,2020,4,April,29,Medium
Arad,565,2020-04-30,2020,4,April,30,Medium
Arad,574,2020-05-01,2020,5,May,1,Medium
Arad,576,2020-05-02,2020,5,May,2,Medium
Arad,606,2020-05-03,2020,5,May,3,Medium
Arad,614,2020-05-04,2020,5,May,4,Medium
Arad,619,2020-05-05,2020,5,May,5,Medium
Arad,625,2020-05-06,2020,5,May,6,Medium
Arad,655,2020-05-07,2020,5,May,7,Medium
Arad,664,2020-05-08,2020,5,May,8,Medium
Arad,675,2020-05-09,2020,5,May,9,Medium
Arad,678,2020-05-10,2020,5,May,10,Medium
Arad,679,2020-05-11,2020,5,May,11,Medium
Arad,680,2020-05-12,2020,5,May,12,Medium
Arad,679,2020-05-13,2020,5,May,13,Medium
Arad,688,2020-05-14,2020,5,May,14,Medium
Arad,691,2020-05-15,2020,5,May,15,Medium
Arad,691,2020-05-16,2020,5,May,16,Medium
Arad,696,2020-05-17,2020,5,May,17,Medium
Arad,696,2020-05-18,2020,5,May,18,Medium
Arad,696,2020-05-19,2020,5,May,19,Medium
Arad,697,2020-05-20,2020,5,May,20,Medium
Arad,697,2020-05-21,2020,5,May,21,Medium
Arad,695,2020-05-22,2020,5,May,22,Medium
Arad,695,2020-05-23,2020,5,May,23,Medium
Arad,695,2020-05-24,2020,5,May,24,Medium
Arad,697,2020-05-25,2020,5,May,25,Medium
Arad,696,2020-05-26,2020,5,May,26,Medium
Arad,696,2020-05-27,2020,5,May,27,Medium
Arad,696,2020-05-28,2020,5,May,28,Medium
Arad,696,2020-05-29,2020,5,May,29,Medium
Arad,697,2020-05-30,2020,5,May,30,Medium
Arad,697,2020-05-31,2020,5,May,31,Medium
Arad,697,2020-06-01,2020,6,June,1,Medium
Arad,698,2020-06-02,2020,6,June,2,Medium
Arad,698,2020-06-03,2020,6,June,3,Medium
Arad,698,2020-06-05,2020,6,June,5,Medium
Arad,698,2020-06-06,2020,6,June,6,Medium
Arad,698,2020-06-07,2020,6,June,7,Medium
Arad,698,2020-06-08,2020,6,June,8,Medium
Arad,698,2020-06-09,2020,6,June,9,Medium
Arad,698,2020-06-10,2020,6,June,10,Medium
Arad,700,2020-06-11,2020,6,June,11,Medium
Arad,701,2020-06-12,2020,6,June,12,Medium
Arad,703,2020-06-13,2020,6,June,13,Medium
Arad,703,2020-06-14,2020,6,June,14,Medium
Arad,703,2020-06-15,2020,6,June,15,Medium
Arad,705,2020-06-16,2020,6,June,16,Medium
Arad,705,2020-06-17,2020,6,June,17,Medium
Arad,704,2020-06-18,2020,6,June,18,Medium
Arad,704,2020-06-19,2020,6,June,19,Medium
Arad,704,2020-06-20,2020,6,June,20,Medium
Arad,704,2020-06-21,2020,6,June,21,Medium
Arad,704,2020-06-22,2020,6,June,22,Medium
Arad,704,2020-06-23,2020,6,June,23,Medium
Arad,706,2020-06-24,2020,6,June,24,Medium
Arad,706,2020-06-25,2020,6,June,25,Medium
Arad,706,2020-06-27,2020,6,June,27,Medium
Arad,706,2020-06-28,2020,6,June,28,Medium
Arad,706,2020-06-30,2020,6,June,30,Medium
Arad,706,2020-07-01,2020,7,July,1,Medium
Arad,706,2020-07-02,2020,7,July,2,Medium
Arad,707,2020-07-03,2020,7,July,3,Medium
Arad,707,2020-07-04,2020,7,July,4,Medium
Arad,707,2020-07-05,2020,7,July,5,Medium
Arad,707,2020-07-06,2020,7,July,6,Medium
Arad,707,2020-07-07,2020,7,July,7,Medium
Arad,708,2020-07-08,2020,7,July,8,Medium
Arad,709,2020-07-09,2020,7,July,9,Medium
Arad,712,2020-07-10,2020,7,July,10,Medium
Arad,713,2020-07-11,2020,7,July,11,Medium
Arad,714,2020-07-12,2020,7,July,12,Medium
Arad,719,2020-07-13,2020,7,July,13,Medium
Arad,726,2020-07-14,2020,7,July,14,Medium
Arad,732,2020-07-15,2020,7,July,15,Medium
Arad,743,2020-07-16,2020,7,July,16,Medium
Arad,756,2020-07-17,2020,7,July,17,Medium
Arad,773,2020-07-18,2020,7,July,18,Medium
Arad,786,2020-07-19,2020,7,July,19,Medium
Arad,788,2020-07-20,2020,7,July,20,Medium
Arad,801,2020-07-21,2020,7,July,21,Medium
Argeș,10,2020-04-02,2020,4,April,2,Low
Argeș,12,2020-04-03,2020,4,April,3,Low
Argeș,14,2020-04-04,2020,4,April,4,Low
Argeș,25,2020-04-05,2020,4,April,5,Low
Argeș,27,2020-04-06,2020,4,April,6,Low
Argeș,31,2020-04-07,2020,4,April,7,Low
Argeș,33,2020-04-08,2020,4,April,8,Low
Argeș,32,2020-04-09,2020,4,April,9,Low
Argeș,52,2020-04-10,2020,4,April,10,Low
Argeș,51,2020-04-11,2020,4,April,11,Low
Argeș,57,2020-04-12,2020,4,April,12,Low
Argeș,57,2020-04-13,2020,4,April,13,Low
Argeș,59,2020-04-14,2020,4,April,14,Low
Argeș,62,2020-04-15,2020,4,April,15,Low
Argeș,67,2020-04-16,2020,4,April,16,Low
Argeș,73,2020-04-17,2020,4,April,17,Low
Argeș,74,2020-04-18,2020,4,April,18,Low
Argeș,90,2020-04-19,2020,4,April,19,Low
Argeș,96,2020-04-20,2020,4,April,20,Low
Argeș,98,2020-04-21,2020,4,April,21,Low
Argeș,110,2020-04-22,2020,4,April,22,Low
Argeș,114,2020-04-23,2020,4,April,23,Low
Argeș,117,2020-04-24,2020,4,April,24,Low
Argeș,118,2020-04-25,2020,4,April,25,Low
Argeș,124,2020-04-26,2020,4,April,26,Low
Argeș,131,2020-04-27,2020,4,April,27,Low
Argeș,134,2020-04-28,2020,4,April,28,Low
Argeș,134,2020-04-29,2020,4,April,29,Low
Argeș,140,2020-04-30,2020,4,April,30,Low
Argeș,143,2020-05-01,2020,5,May,1,Low
Argeș,143,2020-05-02,2020,5,May,2,Low
Argeș,154,2020-05-03,2020,5,May,3,Low
Argeș,156,2020-05-04,2020,5,May,4,Low
Argeș,160,2020-05-05,2020,5,May,5,Low
Argeș,161,2020-05-06,2020,5,May,6,Low
Argeș,164,2020-05-07,2020,5,May,7,Low
Argeș,163,2020-05-08,2020,5,May,8,Low
Argeș,167,2020-05-09,2020,5,May,9,Low
Argeș,173,2020-05-10,2020,5,May,10,Low
Argeș,179,2020-05-11,2020,5,May,11,Low
Argeș,181,2020-05-12,2020,5,May,12,Low
Argeș,188,2020-05-13,2020,5,May,13,Low
Argeș,190,2020-05-14,2020,5,May,14,Low
Argeș,193,2020-05-15,2020,5,May,15,Low
Argeș,199,2020-05-16,2020,5,May,16,Low
Argeș,210,2020-05-17,2020,5,May,17,Low
Argeș,214,2020-05-18,2020,5,May,18,Low
Argeș,219,2020-05-19,2020,5,May,19,Low
Argeș,223,2020-05-20,2020,5,May,20,Low
Argeș,226,2020-05-21,2020,5,May,21,Low
Argeș,229,2020-05-22,2020,5,May,22,Low
Argeș,232,2020-05-23,2020,5,May,23,Low
Argeș,235,2020-05-24,2020,5,May,24,Low
Argeș,236,2020-05-25,2020,5,May,25,Low
Argeș,238,2020-05-26,2020,5,May,26,Low
Argeș,245,2020-05-27,2020,5,May,27,Low
Argeș,253,2020-05-28,2020,5,May,28,Low
Argeș,253,2020-05-29,2020,5,May,29,Low
Argeș,257,2020-05-30,2020,5,May,30,Low
Argeș,260,2020-05-31,2020,5,May,31,Low
Argeș,263,2020-06-01,2020,6,June,1,Low
Argeș,265,2020-06-02,2020,6,June,2,Low
Argeș,267,2020-06-03,2020,6,June,3,Low
Argeș,275,2020-06-05,2020,6,June,5,Low
Argeș,279,2020-06-06,2020,6,June,6,Low
Argeș,284,2020-06-07,2020,6,June,7,Low
Argeș,286,2020-06-08,2020,6,June,8,Low
Argeș,287,2020-06-09,2020,6,June,9,Low
Argeș,303,2020-06-10,2020,6,June,10,Low
Argeș,306,2020-06-11,2020,6,June,11,Low
Argeș,320,2020-06-12,2020,6,June,12,Low
Argeș,334,2020-06-13,2020,6,June,13,Low
Argeș,355,2020-06-14,2020,6,June,14,Low
Argeș,365,2020-06-15,2020,6,June,15,Low
Argeș,375,2020-06-16,2020,6,June,16,Low
Argeș,394,2020-06-17,2020,6,June,17,Low
Argeș,415,2020-06-18,2020,6,June,18,Low
Argeș,432,2020-06-19,2020,6,June,19,Low
Argeș,438,2020-06-20,2020,6,June,20,Low
Argeș,465,2020-06-21,2020,6,June,21,Low
Argeș,510,2020-06-22,2020,6,June,22,Medium
Argeș,510,2020-06-23,2020,6,June,23,Medium
Argeș,566,2020-06-24,2020,6,June,24,Medium
Argeș,642,2020-06-25,2020,6,June,25,Medium
Argeș,715,2020-06-27,2020,6,June,27,Medium
Argeș,744,2020-06-28,2020,6,June,28,Medium
Argeș,793,2020-06-30,2020,6,June,30,Medium
Argeș,844,2020-07-01,2020,7,July,1,Medium
Argeș,872,2020-07-02,2020,7,July,2,Medium
Argeș,919,2020-07-03,2020,7,July,3,Medium
Argeș,946,2020-07-04,2020,7,July,4,Medium
Argeș,989,2020-07-05,2020,7,July,5,Medium
Argeș,1016,2020-07-06,2020,7,July,6,Medium
Argeș,1030,2020-07-07,2020,7,July,7,Medium
Argeș,1083,2020-07-08,2020,7,July,8,Medium
Argeș,1138,2020-07-09,2020,7,July,9,Medium
Argeș,1194,2020-07-10,2020,7,July,10,Medium
Argeș,1284,2020-07-11,2020,7,July,11,Medium
Argeș,1349,2020-07-12,2020,7,July,12,Medium
Argeș,1390,2020-07-13,2020,7,July,13,Medium
Argeș,1483,2020-07-14,2020,7,July,14,Medium
Argeș,1570,2020-07-15,2020,7,July,15,Medium
Argeș,1653,2020-07-16,2020,7,July,16,Medium
Argeș,1758,2020-07-17,2020,7,July,17,Medium
Argeș,1862,2020-07-18,2020,7,July,18,Medium
Argeș,1960,2020-07-19,2020,7,July,19,Medium
Argeș,2079,2020-07-20,2020,7,July,20,High
Argeș,2176,2020-07-21,2020,7,July,21,High
Bacău,19,2020-04-02,2020,4,April,2,Low
Bacău,24,2020-04-03,2020,4,April,3,Low
Bacău,27,2020-04-04,2020,4,April,4,Low
Bacău,38,2020-04-05,2020,4,April,5,Low
Bacău,39,2020-04-06,2020,4,April,6,Low
Bacău,47,2020-04-07,2020,4,April,7,Low
Bacău,51,2020-04-08,2020,4,April,8,Low
Bacău,56,2020-04-09,2020,4,April,9,Low
Bacău,58,2020-04-10,2020,4,April,10,Low
Bacău,65,2020-04-11,2020,4,April,11,Low
Bacău,69,2020-04-12,2020,4,April,12,Low
Bacău,76,2020-04-13,2020,4,April,13,Low
Bacău,76,2020-04-14,2020,4,April,14,Low
Bacău,81,2020-04-15,2020,4,April,15,Low
Bacău,94,2020-04-16,2020,4,April,16,Low
Bacău,107,2020-04-17,2020,4,April,17,Low
Bacău,102,2020-04-18,2020,4,April,18,Low
Bacău,105,2020-04-19,2020,4,April,19,Low
Bacău,113,2020-04-20,2020,4,April,20,Low
Bacău,117,2020-04-21,2020,4,April,21,Low
Bacău,150,2020-04-22,2020,4,April,22,Low
Bacău,134,2020-04-23,2020,4,April,23,Low
Bacău,136,2020-04-24,2020,4,April,24,Low
Bacău,143,2020-04-25,2020,4,April,25,Low
Bacău,161,2020-04-26,2020,4,April,26,Low
Bacău,172,2020-04-27,2020,4,April,27,Low
Bacău,180,2020-04-28,2020,4,April,28,Low
Bacău,191,2020-04-29,2020,4,April,29,Low
Bacău,226,2020-04-30,2020,4,April,30,Low
Bacău,249,2020-05-01,2020,5,May,1,Low
Bacău,250,2020-05-02,2020,5,May,2,Low
Bacău,266,2020-05-03,2020,5,May,3,Low
Bacău,272,2020-05-04,2020,5,May,4,Low
Bacău,330,2020-05-05,2020,5,May,5,Low
Bacău,349,2020-05-06,2020,5,May,6,Low
Bacău,348,2020-05-07,2020,5,May,7,Low
Bacău,353,2020-05-08,2020,5,May,8,Low
Bacău,360,2020-05-09,2020,5,May,9,Low
Bacău,371,2020-05-10,2020,5,May,10,Low
Bacău,384,2020-05-11,2020,5,May,11,Low
Bacău,388,2020-05-12,2020,5,May,12,Low
Bacău,394,2020-05-13,2020,5,May,13,Low
Bacău,414,2020-05-14,2020,5,May,14,Low
Bacău,418,2020-05-15,2020,5,May,15,Low
Bacău,427,2020-05-16,2020,5,May,16,Low
Bacău,431,2020-05-17,2020,5,May,17,Low
Bacău,445,2020-05-18,2020,5,May,18,Low
Bacău,453,2020-05-19,2020,5,May,19,Low
Bacău,453,2020-05-20,2020,5,May,20,Low
Bacău,465,2020-05-21,2020,5,May,21,Low
Bacău,478,2020-05-22,2020,5,May,22,Low
Bacău,486,2020-05-23,2020,5,May,23,Low
Bacău,490,2020-05-24,2020,5,May,24,Low
Bacău,491,2020-05-25,2020,5,May,25,Low
Bacău,494,2020-05-26,2020,5,May,26,Low
Bacău,498,2020-05-27,2020,5,May,27,Low
Bacău,502,2020-05-28,2020,5,May,28,Medium
Bacău,502,2020-05-29,2020,5,May,29,Medium
Bacău,506,2020-05-30,2020,5,May,30,Medium
Bacău,506,2020-05-31,2020,5,May,31,Medium
Bacău,507,2020-06-01,2020,6,June,1,Medium
Bacău,511,2020-06-02,2020,6,June,2,Medium
Bacău,511,2020-06-03,2020,6,June,3,Medium
Bacău,515,2020-06-05,2020,6,June,5,Medium
Bacău,518,2020-06-06,2020,6,June,6,Medium
Bacău,542,2020-06-07,2020,6,June,7,Medium
Bacău,545,2020-06-08,2020,6,June,8,Medium
Bacău,546,2020-06-09,2020,6,June,9,Medium
Bacău,549,2020-06-10,2020,6,June,10,Medium
Bacău,550,2020-06-11,2020,6,June,11,Medium
Bacău,554,2020-06-12,2020,6,June,12,Medium
Bacău,559,2020-06-13,2020,6,June,13,Medium
Bacău,562,2020-06-14,2020,6,June,14,Medium
Bacău,566,2020-06-15,2020,6,June,15,Medium
Bacău,573,2020-06-16,2020,6,June,16,Medium
Bacău,575,2020-06-17,2020,6,June,17,Medium
Bacău,579,2020-06-18,2020,6,June,18,Medium
Bacău,587,2020-06-19,2020,6,June,19,Medium
Bacău,587,2020-06-20,2020,6,June,20,Medium
Bacău,590,2020-06-21,2020,6,June,21,Medium
Bacău,591,2020-06-22,2020,6,June,22,Medium
Bacău,598,2020-06-23,2020,6,June,23,Medium
Bacău,599,2020-06-24,2020,6,June,24,Medium
Bacău,605,2020-06-25,2020,6,June,25,Medium
Bacău,613,2020-06-27,2020,6,June,27,Medium
Bacău,623,2020-06-28,2020,6,June,28,Medium
Bacău,634,2020-06-30,2020,6,June,30,Medium
Bacău,640,2020-07-01,2020,7,July,1,Medium
Bacău,650,2020-07-02,2020,7,July,2,Medium
Bacău,655,2020-07-03,2020,7,July,3,Medium
Bacău,664,2020-07-04,2020,7,July,4,Medium
Bacău,671,2020-07-05,2020,7,July,5,Medium
Bacău,677,2020-07-06,2020,7,July,6,Medium
Bacău,686,2020-07-07,2020,7,July,7,Medium
Bacău,692,2020-07-08,2020,7,July,8,Medium
Bacău,698,2020-07-09,2020,7,July,9,Medium
Bacău,717,2020-07-10,2020,7,July,10,Medium
Bacău,744,2020-07-11,2020,7,July,11,Medium
Bacău,746,2020-07-12,2020,7,July,12,Medium
Bacău,757,2020-07-13,2020,7,July,13,Medium
Bacău,775,2020-07-14,2020,7,July,14,Medium
Bacău,791,2020-07-15,2020,7,July,15,Medium
Bacău,809,2020-07-16,2020,7,July,16,Medium
Bacău,821,2020-07-17,2020,7,July,17,Medium
Bacău,848,2020-07-18,2020,7,July,18,Medium
Bacău,868,2020-07-19,2020,7,July,19,Medium
Bacău,920,2020-07-20,2020,7,July,20,Medium
Bacău,947,2020-07-21,2020,7,July,21,Medium
Bihor,39,2020-04-02,2020,4,April,2,Low
Bihor,44,2020-04-03,2020,4,April,3,Low
Bihor,46,2020-04-04,2020,4,April,4,Low
Bihor,46,2020-04-05,2020,4,April,5,Low
Bihor,52,2020-04-06,2020,4,April,6,Low
Bihor,55,2020-04-07,2020,4,April,7,Low
Bihor,58,2020-04-08,2020,4,April,8,Low
Bihor,66,2020-04-09,2020,4,April,9,Low
Bihor,70,2020-04-10,2020,4,April,10,Low
Bihor,83,2020-04-11,2020,4,April,11,Low
Bihor,83,2020-04-12,2020,4,April,12,Low
Bihor,176,2020-04-13,2020,4,April,13,Low
Bihor,190,2020-04-14,2020,4,April,14,Low
Bihor,198,2020-04-15,2020,4,April,15,Low
Bihor,219,2020-04-16,2020,4,April,16,Low
Bihor,222,2020-04-17,2020,4,April,17,Low
Bihor,233,2020-04-18,2020,4,April,18,Low
Bihor,237,2020-04-19,2020,4,April,19,Low
Bihor,259,2020-04-20,2020,4,April,20,Low
Bihor,294,2020-04-21,2020,4,April,21,Low
Bihor,336,2020-04-22,2020,4,April,22,Low
Bihor,348,2020-04-23,2020,4,April,23,Low
Bihor,360,2020-04-24,2020,4,April,24,Low
Bihor,364,2020-04-25,2020,4,April,25,Low
Bihor,376,2020-04-26,2020,4,April,26,Low
Bihor,416,2020-04-27,2020,4,April,27,Low
Bihor,438,2020-04-28,2020,4,April,28,Low
Bihor,449,2020-04-29,2020,4,April,29,Low
Bihor,456,2020-04-30,2020,4,April,30,Low
Bihor,459,2020-05-01,2020,5,May,1,Low
Bihor,460,2020-05-02,2020,5,May,2,Low
Bihor,467,2020-05-03,2020,5,May,3,Low
Bihor,471,2020-05-04,2020,5,May,4,Low
Bihor,472,2020-05-05,2020,5,May,5,Low
Bihor,478,2020-05-06,2020,5,May,6,Low
Bihor,478,2020-05-07,2020,5,May,7,Low
Bihor,481,2020-05-08,2020,5,May,8,Low
Bihor,483,2020-05-09,2020,5,May,9,Low
Bihor,484,2020-05-10,2020,5,May,10,Low
Bihor,485,2020-05-11,2020,5,May,11,Low
Bihor,489,2020-05-12,2020,5,May,12,Low
Bihor,488,2020-05-13,2020,5,May,13,Low
Bihor,491,2020-05-14,2020,5,May,14,Low
Bihor,492,2020-05-15,2020,5,May,15,Low
Bihor,501,2020-05-16,2020,5,May,16,Medium
Bihor,501,2020-05-17,2020,5,May,17,Medium
Bihor,508,2020-05-18,2020,5,May,18,Medium
Bihor,517,2020-05-19,2020,5,May,19,Medium
Bihor,518,2020-05-20,2020,5,May,20,Medium
Bihor,527,2020-05-21,2020,5,May,21,Medium
Bihor,537,2020-05-22,2020,5,May,22,Medium
Bihor,546,2020-05-23,2020,5,May,23,Medium
Bihor,546,2020-05-24,2020,5,May,24,Medium
Bihor,549,2020-05-25,2020,5,May,25,Medium
Bihor,553,2020-05-26,2020,5,May,26,Medium
Bihor,561,2020-05-27,2020,5,May,27,Medium
Bihor,570,2020-05-28,2020,5,May,28,Medium
Bihor,582,2020-05-29,2020,5,May,29,Medium
Bihor,586,2020-05-30,2020,5,May,30,Medium
Bihor,608,2020-05-31,2020,5,May,31,Medium
Bihor,612,2020-06-01,2020,6,June,1,Medium
Bihor,624,2020-06-02,2020,6,June,2,Medium
Bihor,627,2020-06-03,2020,6,June,3,Medium
Bihor,635,2020-06-05,2020,6,June,5,Medium
Bihor,643,2020-06-06,2020,6,June,6,Medium
Bihor,646,2020-06-07,2020,6,June,7,Medium
Bihor,646,2020-06-08,2020,6,June,8,Medium
Bihor,646,2020-06-09,2020,6,June,9,Medium
Bihor,647,2020-06-10,2020,6,June,10,Medium
Bihor,649,2020-06-11,2020,6,June,11,Medium
Bihor,651,2020-06-12,2020,6,June,12,Medium
Bihor,653,2020-06-13,2020,6,June,13,Medium
Bihor,658,2020-06-14,2020,6,June,14,Medium
Bihor,659,2020-06-15,2020,6,June,15,Medium
Bihor,659,2020-06-16,2020,6,June,16,Medium
Bihor,660,2020-06-17,2020,6,June,17,Medium
Bihor,660,2020-06-18,2020,6,June,18,Medium
Bihor,664,2020-06-19,2020,6,June,19,Medium
Bihor,664,2020-06-20,2020,6,June,20,Medium
Bihor,664,2020-06-21,2020,6,June,21,Medium
Bihor,664,2020-06-22,2020,6,June,22,Medium
Bihor,665,2020-06-23,2020,6,June,23,Medium
Bihor,667,2020-06-24,2020,6,June,24,Medium
Bihor,667,2020-06-25,2020,6,June,25,Medium
Bihor,670,2020-06-27,2020,6,June,27,Medium
Bihor,670,2020-06-28,2020,6,June,28,Medium
Bihor,671,2020-06-30,2020,6,June,30,Medium
Bihor,671,2020-07-01,2020,7,July,1,Medium
Bihor,673,2020-07-02,2020,7,July,2,Medium
Bihor,673,2020-07-03,2020,7,July,3,Medium
Bihor,679,2020-07-04,2020,7,July,4,Medium
Bihor,694,2020-07-05,2020,7,July,5,Medium
Bihor,696,2020-07-06,2020,7,July,6,Medium
Bihor,697,2020-07-07,2020,7,July,7,Medium
Bihor,701,2020-07-08,2020,7,July,8,Medium
Bihor,704,2020-07-09,2020,7,July,9,Medium
Bihor,705,2020-07-10,2020,7,July,10,Medium
Bihor,707,2020-07-11,2020,7,July,11,Medium
Bihor,708,2020-07-12,2020,7,July,12,Medium
Bihor,711,2020-07-13,2020,7,July,13,Medium
Bihor,715,2020-07-14,2020,7,July,14,Medium
Bihor,715,2020-07-15,2020,7,July,15,Medium
Bihor,718,2020-07-16,2020,7,July,16,Medium
Bihor,720,2020-07-17,2020,7,July,17,Medium
